Season,Episode,Character,Line
4,Less Than Hero,Big-Eared Mutant," Oh, my God! That guy's daughter is Clobberella. But don't tell anyone."
4,Less Than Hero,Big-Mouthed Mutant, Gotcha!
4,Less Than Hero,Zookeeper," Greetings, superheroes. Remember me?"
4,Less Than Hero,Farnsworth," I don't remember much, buddy. And you're no looker!"
4,Less Than Hero,Leela," Uh, Professor, isn't it time for your nap?"
4,Less Than Hero,Farnsworth," Yes, damnit!"
4,Less Than Hero,Leela, Zookeeper! How did you know our real identities?
4,Less Than Hero,Zookeeper, Let's just say a little bird told me.
4,Less Than Hero,Parrot, Leela told her parents. Leela's parents blabbed.
4,Less Than Hero,Fry," Leela, is the person that parrot is mimicking telling the truth by proxy?"
4,Less Than Hero,Leela," Yes. My parents were so hurt, I couldn't help it! But I distinctly told them not to tell anyone."
4,Less Than Hero,Bender, We are not amused.
4,Less Than Hero,Zookeeper, And here's something you may or may not find interesting.
4,Less Than Hero,Leela, Mom! Dad!
4,Less Than Hero,Munda," Leela, please forgive us! Especially your father who's the one who told. Thank you very much, Morris."
4,Less Than Hero,Leela, Are you alright? Has he hurt you?
4,Less Than Hero,Morris," No but my allergies are going nuts. Oh, God!"
4,Less Than Hero,Munda, Every couch and table has animal fur all over it. He lets them climb on everything!
4,Less Than Hero,Leela," Alright, Zookeeper. What do you want?"
4,Less Than Hero,Zookeeper," Why, the Quantum Gemerald of course! You must steal it for me before midnight or your parents will be devoured by piranhas that I have, shall I say, persuaded to walk on dry land."
4,Less Than Hero,Munda," Save us, Leela! I mean, if you don't have anything better to do."
4,Less Than Hero,Leela, We're out of options. We have to steal the Gemerald!
4,Less Than Hero,Fry," But, should superheroes commit a crime, even to save lives? I need moral guidance. Bender?"
4,Less Than Hero,Bender," Hmm. The thought of stealing anything fills Superking with disgust. But if it must be so, then let a museum heist be pulled!"
4,Less Than Hero,Fry," Oh, no! Our superpower cream is out of itself!"
4,Less Than Hero,Leela, Check inside the cap. There might be a caked-in goldmine.
4,Less Than Hero,Fry, El zilcho! I'm afraid we're boned.
4,Less Than Hero,Bender, El zilcho? Is it too late to change my superhero name?
4,Less Than Hero,Leela, Just be cool. Nobody knows we're super-powerly challenged.
4,Less Than Hero,Fry," Man, this costume is so damn heavy!"
4,Less Than Hero,7¹¹ Clerk," Hey, Captain Yesterday? Can I, like, wail on you with this 2-by-4 and it doesn't hurt you?"
4,Less Than Hero,Fry, Ow! That ... didn't hurt.
4,Less Than Hero,Security Guard," Hi, superheroes. Everything OK?"
4,Less Than Hero,Leela," Big O, little k, my friend! Just checking if everything's alright."
4,Less Than Hero,Security Guard," It's OK, alright!"
4,Less Than Hero,Leela," OK, then. Grab it!"
4,Less Than Hero,Tate, Yo! The superheroes have turned evil! Most uncool.
4,Less Than Hero,Security Guard, Get 'em!
4,Less Than Hero,Leela," Stay back! Or we'll, beat the tar out of you ... using superpowers!"
4,Less Than Hero,Fry, So this is your lair?
4,Less Than Hero,Zookeeper, Of course not. You think I'd show you my lair? My lair's a million times nicer than this!
4,Less Than Hero,Fry," OK, take it easy!"
4,Less Than Hero,Bender," Well, here's your lousy Gemerald."
4,Less Than Hero,Zookeeper, Hawk! Fetch!
4,Less Than Hero,Fry, That seemed unnecessary.
4,Less Than Hero,Zookeeper," Our transaction is complete. Come, Solomon. To the lair."
4,Less Than Hero,Leela," Mom! Dad! Oh, I'm so sorry I got you kidnapped by a crazy madman who tried to feed you to piranhas."
4,Less Than Hero,Munda, We're just happy to be involved in your life.
4,Less Than Hero,Leela," No, no. It's my fault for telling you I was a superhero."
4,Less Than Hero,Morris, That's true.
4,Less Than Hero,Leela, I just couldn't stand to have you to think I was ashamed of you.
4,Less Than Hero,Munda," That's sweet, honey. But it's natural for children to be a little ashamed of their parents."
4,Less Than Hero,Fry," Oh, yeah!"
4,Less Than Hero,Morris, Just like it's natural for parents to be a little disappointed in their children-- N-Not that we are.
4,Less Than Hero,Munda, But you could call a little more often.
4,Less Than Hero,Leela, OK.
4,Less Than Hero,Munda, And would it kill you to use some mouthwash?
4,Less Than Hero,Bender," Hey, Fry, we've still got our costumes on. Wanna steal some more stuff?"
4,Less Than Hero,Fry," I guess, as long as you think it's right."
4,Less Than Hero,Bender, Superheroes away!
4,Less Than Hero,Song," Go, go, go, New Justice Team, Fighting justice is their quest, Superking, Clobberella, and all the rest, Here's to you, New Justice Team, Do the things that make your team, Help each other do some things, Winners don't use drugs, The New Justice Team!"
4,A Taste of Freedom,Zoidberg," Freedom, freedom, freedom, oy! Freedom, freedom, freedom, oy!"
4,A Taste of Freedom,Fry," There's no denying it, the future's crazy! Oh, well. Don't wanna stand out."
4,A Taste of Freedom,Fry and Zoidberg," Freedom, freedom, freedom, oy! Freedom, freedom, freedom, oy!"
4,A Taste of Freedom,Zoidberg, There's nothing crazy about it. It's just Freedom Day!
4,A Taste of Freedom,Farnsworth, ...an extremely dangerous mission...
4,A Taste of Freedom,Fry," So, what is Freedom Day? Sounds like some kind of feminine hygiene product."
4,A Taste of Freedom,Zoidberg," No, it's a fabulous, crab-ulous day!"
4,A Taste of Freedom,Amy," If you wanna do something, you do it, and to splick with the consequences!"
4,A Taste of Freedom,Bender," You know, like how I live every day."
4,A Taste of Freedom,Hermes, Happy Freedom Day! Ooh! I think my wrist is broken.
4,A Taste of Freedom,Farnsworth," Of course, it wouldn't be Freedom Day without the traditional Freedom Tub!"
4,A Taste of Freedom,Hermes, Mmm! That'll feel nice on my shattered bones!
4,A Taste of Freedom,Fry, Wow! Nude hot-tubbing? That's all I need to hear about Freedom Day!
4,A Taste of Freedom,Zoidberg," Then consider the following lecture a bonus  On Earth, freedom is a given. But on my planet, we have to suffer for it."
4,A Taste of Freedom,Decapodian Woman," Sure, you can be a comedian instead of a doctor -- if you want your parents to roll over in their graves!"
4,A Taste of Freedom,Decapodian Man," Sure, you can vote for Shkinadel -- if you want there should be a recession!"
4,A Taste of Freedom,Decapodian Woman," Sure, you can go to medical school -- if you've given up on your dream of being a comedian!"
4,A Taste of Freedom,Zoidberg," That's why I love Earth! You can do what you want, and no one makes you feel guilty because no one cares."
4,A Taste of Freedom,Fry, We're not listening!
4,A Taste of Freedom,Zoidberg, That's what I'm talking about!
4,A Taste of Freedom,Stilt People," Freedom, freedom, freedom, oy! Freedom, freedom, freedom, oy!"
4,A Taste of Freedom,Bender," Scuse me, comin' through. Freedom train arriving on track one."
4,A Taste of Freedom,Woman, Ow! You broke my foot!
4,A Taste of Freedom,Bender, Freedom!
4,A Taste of Freedom,Morbo," What's this next float, Linda?"
4,A Taste of Freedom,Linda," Representing our men, women and children in uniform, it's Earth's greatest space hero, Zapp Brannigan!"
4,A Taste of Freedom,Zapp," Happy Freedom Day, ladies! Come on, let loose and show me something! Anything. Seriously, I'd take an armpit. Oh, yeah! Thank you, Linda!"
4,A Taste of Freedom,Linda," You're welcome! OK, Morbo, now it's your turn."
4,A Taste of Freedom,Morbo, If that is your Freedom Day wish.
4,A Taste of Freedom,Nixon," Thank you, Secretary of Transportation. My fellow Earthicans, we enjoy so much freedom it's almost sickening. We're free to choose which hand our sex-monitoring chip is implanted in. And if we don't want to pay our taxes, why, we're free to spend a weekend with the Pain Monster."
4,A Taste of Freedom,Pain Monster," See you April 15th, folks!"
4,A Taste of Freedom,Nixon," Cue the fireworks guy! Incidentally, tonight's Freedom Day celebration is brought to you by ... ... ""Shankman's Rubbing Compound"".  When something needs rubbing, think ""Shankman""."
4,A Taste of Freedom,Bender, Yay! Shankman!
4,A Taste of Freedom,Hermes, It costs a little more but it's worth it!
4,A Taste of Freedom,Nixon," Our planet has been through so much this past year  Wars, droughts, impeachments! But we've never lost our sense of what's truly important  The great taste of ""Charleston Chew""! And now, let us salute that beloved symbol of freedom, our flag, Ol' Freebie!"
4,A Taste of Freedom,Zoidberg, I'm swelling with patriotic mucus!
4,A Taste of Freedom,Nixon," In our darkest hour we can stand erect, with proud, upthrust bosoms!"
4,A Taste of Freedom,Fry, Anyone who laughs is a Communist!
4,A Taste of Freedom,Nixon," Knowing that, with a shifty glance skyward, we will see by the rocket's red glare that our flag is still there. It's gone!"
4,A Taste of Freedom,Zoidberg," Yes, fellow patriots, I ate your flag. And I did it with pride. For to express oneself with doing a thing is the very essence of Freedom Day! Bless this planet and all its wonderful people!"
4,A Taste of Freedom,Nixon, Kill him! Kill the traitor!
4,A Taste of Freedom,Man #1," Hey, it's the guy who desecrated our flag!"
4,A Taste of Freedom,Nixon, Stop that red menace!
4,A Taste of Freedom,Zoidberg, I'm all scuttled out! Huh? My planet's embassy? They're paid to not kill me! A-yoop!
4,A Taste of Freedom,Zoidberg," I thought I understood this world. I thought I was fitting in. But I guess I don't belong on here anymore than I belong on our crappy home planet-- Ooh, sorry."
4,A Taste of Freedom,Decapodian Man," What sorry? Our planet stinks, we all know it."
4,A Taste of Freedom,Ambassador Mervin," Enough with the persecution, I'm saying. Zoidberg, as Ambassador, I promise you the full support of our government, already."
4,A Taste of Freedom,Decapodian Woman, Poor boy. You want maybe a nice mug cocoa?
4,A Taste of Freedom,Zoidberg," Ambassador Mervin, you and your staff are so kind. I'm truly humbled. What, no marshmallows?"
4,A Taste of Freedom,Nixon, Let's storm the place ... without my prior knowledge.
4,A Taste of Freedom,Bender," Scuse me, comin' through. Freedom train, step aside. You too, fatso. Freedom!"
4,A Taste of Freedom,Leela," Cool your jowls, Nixon. You may not like it that Dr. Zoidberg desecrated a flag. You might even find the image of it festering in his bowels somehow offensive. But the right to freedom of expression is guaranteed by the Earth Constitution."
4,A Taste of Freedom,Nixon, Aroo! Maybe so. But I know a place where the Constitution doesn't mean squat.
4,A Taste of Freedom,Myrtle Fu, The Supreme Court hereby accepts the case of Earth vs. Zoidberg.
4,A Taste of Freedom,Nixon, Sock it to 'em!
4,A Taste of Freedom,Crowd," Two, four, six, eight, Eating the flag is bad."
4,A Taste of Freedom,Scout Leader, Now your noose knot has exactly seven twists.
4,A Taste of Freedom,Man #2," You can eat my dog. You can eat my truck. But you eat my flag and you're outta luck! She's a-wavin' proud around the world, from Dallas to Fort Worth. Let me say it again..."
4,A Taste of Freedom,Crowd, Don't mess with Earth!
4,A Taste of Freedom,Fry, They sure hate Dr. Zoidberg.
4,A Taste of Freedom,Bender, Pft. Posers! I was hating Zoidberg before it was cool.
4,A Taste of Freedom,Fry, Where are we ever going to find a lawyer to take his case?
4,A Taste of Freedom,Leela, I'll ask the head of the ACLU -- once he's done singing.
4,A Taste of Freedom,Man #2, Don't mess with Earth. Kill Zoidberg! Goodnight!
4,A Taste of Freedom,Old Man Waterfall, Howdy there! I'm a lawyer and I'd like to help your friend out of his pickle.
4,A Taste of Freedom,Fry," Who are you, old man?"
4,A Taste of Freedom,Old Man Waterfall," Name's Old Man Waterfall but most folks just call me ""Old Man""."
4,A Taste of Freedom,Fry, I'll never remember that.
4,A Taste of Freedom,Old Man Waterfall," I'm a veteran of three dozen wars. Name a body part and a planet and I've taken a bullet in it, on it. All to keep our flag flying free."
4,A Taste of Freedom,Bender," And you wanna defend Zoidberg? Are you familiar with the old robot saying ""does not compute""?"
4,A Taste of Freedom,Old Man Waterfall," Son, to me a robot's just a garbage can with sparks comin' out it."
4,A Taste of Freedom,Bender, The sparks keep me warm.
4,A Taste of Freedom,Old Man Waterfall, I don't condone what Dr. Zoidberg did but I'll fight tooth and nail for his freedom to do it. Or I would if I hadn't lost my teeth and nails on Mars and Saturn respectively.
4,A Taste of Freedom,Fry," Wait, you're a lawyer? You're hired!"
4,A Taste of Freedom,Fry," You OK there in the embassy, Zoidberg?"
4,A Taste of Freedom,Holo-Zoidberg," No. There's no cocoa marshmallows, and every night the rats eat a little more of my foot!"
4,A Taste of Freedom,Bailiff," Oyez, oyez, oyez. All rise for the Honourable Chief Justice, Myrtle Fu, and the Associate Justices."
4,A Taste of Freedom,Myrtle Fu," Counsel, you may address the court on behalf of Earth, if you're ready."
4,A Taste of Freedom,Hyper-Chicken," I was hatched ready! Honourable judge heads, yonder crawdad done ate up our flag."
4,A Taste of Freedom,Holo-Zoidberg," I was doing freedom of speech, Earth's most sacred right."
4,A Taste of Freedom,Hyper-Chicken," Your Honour, freedom of speech applies to what comes out of a mouth, not what goes in."
4,A Taste of Freedom,O'Connor, Can counsel cite precedent?
4,A Taste of Freedom,Hyper-Chicken," Uh, yes, darlin', I can. In State Of Alabama vs. Giant Space Iguana, chewin' the corners off the Constitution was deemed non-protected speech."
4,A Taste of Freedom,Souter," He shut you up, O'Connor."
4,A Taste of Freedom,Myrtle Fu," Mr. Waterfall, you may now present arguments on behalf of Dr. Zoidberg."
4,A Taste of Freedom,Holo-Zoidberg," Oh, God, I'm nervous. Two of my three hearts are having attacks."
4,A Taste of Freedom,Bender, Court's kinda fun when it's not my ass on the line! Nachos?
4,A Taste of Freedom,Old Man Waterfall," Oh, land-o-Goshen! Your Honours, I'm not some slick, big-city lawyer like my opponent here. But I am a veteran who has fought for his planet. You see this hand of mine?"
4,A Taste of Freedom,Scalia," Yes, I do."
4,A Taste of Freedom,Old Man Waterfall," No, you don't 'Cause I lost my real hand plantin' the flag when we took back Halley's Comet! Yet it was worth it, so much do I love that flag. I love it even more than I love my seven wives -- that's right, I'm a polygamist. Yet I would gladly eat a flag myself, had I not used my intestine as a rope to hoist a flag made of my own skin, if it would protect the freedoms of the proud people who salute that flag. Freedom such as polygamy. I rest my case. Whoa, jeez!"
4,A Taste of Freedom,Myrtle Fu," The Justices and I will now confer using high-speed telepathy. By a vote of six-to-three, we find that flag eating is not protected by the Constitution."
4,A Taste of Freedom,Bender, Six-to-three? I beat the spread!
4,A Taste of Freedom,Myrtle Fu, The court orders an immediate public apology.
4,A Taste of Freedom,Holo-Zoidberg, Apology accepted. Just don't let it happen again.
4,A Taste of Freedom,Hermes," She means you, you turkey of the sea!"
4,A Taste of Freedom,Holo-Zoidberg," Me? Apologise? Never! I came to this planet to learn the meaning of freedom, but I say it's you who should get a nice lesson! So do your worst because no punishment could be worse than denying my freedom."
4,A Taste of Freedom,Myrtle Fu, You are hereby sentenced to death.
4,A Taste of Freedom,Holo-Zoidberg," Wait, let me finish!"
4,A Taste of Freedom,Myrtle Fu," Also, in a rare double-whammy decision, the court finds polygamy constitutional."
4,A Taste of Freedom,Old Man Waterfall, I can't wait to tell my husband!
4,A Taste of Freedom,Zapp," Remember, men, take him alive so there's something left to kill."
4,A Taste of Freedom,Ambassador Mervin, Stay back! This embassy is sovereign mud of the mud planet Decapod 10. Invading these mud premises is an act of war.
4,A Taste of Freedom,Zapp," Yeah? Well what are you going to do about it, Shrimp-y?"
4,A Taste of Freedom,Ambassador Mervin," You wanna see, Mr. Big-Shot? Attack Earth. Yes I know it's a schlep. Just do it!"
4,A Taste of Freedom,Zoidberg, Aha! Now the rubber band's on the other claw!
4,A Taste of Freedom,Zapp, Ready ... retreat!
4,A Taste of Freedom,Patron, Shh!
4,A Taste of Freedom,Zoidberg," Deny my freedom, will you? Well we'll do to you what we did to the Squash Men of the Squash Planet! Squish them!"
4,A Taste of Freedom,Ambassador Mervin, Charleston Chew?
4,A Taste of Freedom,Zoidberg, You bet!
4,A Taste of Freedom,Zapp," Alright, Kif, let's show these freaks what a bloated, runaway military budget can do. Bring me the activation codes for our global defence network."
4,A Taste of Freedom,Kif," Aye, aye, sir."
4,A Taste of Freedom,Computer Voice, Commence lip identification scan. No tongue.
4,A Taste of Freedom,Zapp," We can't be too careful with these codes. Rumour has it a double agent may be aboard this very ship. I'm watching you! You, ensign, what's your name?"
4,A Taste of Freedom,"""Ensign"""," Hugh Man, sir."
4,A Taste of Freedom,Zapp," Hugh Man? Now that's a name I can trust. Run down to the central battle computer and enter these codes. Chop, chop!"
4,A Taste of Freedom,Kif," Um, sir? There's something about that ensign that's--"
4,A Taste of Freedom,Zapp, You're damn right there is! That strapping young lad's gunning for your job. And he just might get it.
4,A Taste of Freedom,Zapp," The enemy approacheth! Lieutenant, fire missile one and recommend me for another medal. Make it gaudy, I'm going clubbing later. Tick, tock!"
4,A Taste of Freedom,Kif," Sir, all planetary defences have been disabled. Perhaps the Decapodians acquired our secret codes, somehow."
4,A Taste of Freedom,Zapp," Well, Kif, stand by to take the blame. Steady, steady ... now!"
4,A Taste of Freedom,Leela," Dr. Zoidberg, how can you claim to love freedom and then enslave all of Earth?"
4,A Taste of Freedom,Zoidberg," Bah! Your planet doesn't deserve freedom until it learns what it is to not have freedom. It's a lesson, I say."
4,A Taste of Freedom,Fry, Ow!
4,A Taste of Freedom,Bender," What the hell is this dirt pile we're building, anyhow?"
4,A Taste of Freedom,Zoidberg," None of your beeswax, slave! You'll find out soon enough. Just focus on globing that mud. Glob!"
4,A Taste of Freedom,Fry," I'm no good at being a slave. I'm thinking about graduate school. Y'know, to become a barber?"
4,A Taste of Freedom,Leela, This can't go on. Today is the day we fight back!
4,A Taste of Freedom,Bender, It's already 10 o'clock!
4,A Taste of Freedom,Leela," Oh, you're right. Tomorrow is the day we fight back."
4,A Taste of Freedom,Zapp," Yeah? Well good luck, sister. All our modern technology is useless."
4,A Taste of Freedom,Bender, I know I am.
4,A Taste of Freedom,Fry," Hey, wait! I'm having one of those things. You know, a headache with pictures?"
4,A Taste of Freedom,Leela, An idea?
4,A Taste of Freedom,Fry," Back in my day we didn't have your fancy all-digital weapons, but we still managed to kill each other just fine."
4,A Taste of Freedom,Bender," Ah, the crossbow. A pitiless, elegant killing machine. The Bender of the 15th century."
4,A Taste of Freedom,Fry, Not big enough. We need something that can take out an entire army. Something you could commit a war crime with--
4,A Taste of Freedom,Bender, Wow! Ow!
4,A Taste of Freedom,Ambassador Mervin," Earth slaves, behold the fruit of your labours  The Mobile Oppression Palace."
4,A Taste of Freedom,Bender, Neat!
4,A Taste of Freedom,Ambassador Mervin," I don't need to tell you that occupation forces are expensive. But with the Mobile Oppression Palace, a few dignitaries can oppress your entire planet for pennies a day. Warships, dismissed!"
4,A Taste of Freedom,Old Man Waterfall," Do your worst, you sea devils! I'll make my stand with Ol' Freebie. You can crush me but you can't crush my spirit! My spirit!"
4,A Taste of Freedom,Frieda Waterfall," Great Grandpa, no! Another victim of the mano-centric male-ocracy."
4,A Taste of Freedom,Zoidberg," Ambassador Mervin, you killed my lawyer."
4,A Taste of Freedom,Ambassador Mervin, You're welcome.
4,A Taste of Freedom,Zoidberg, He defended my freedom when no one else would. He was a good and honourable man.
4,A Taste of Freedom,Old Man Waterfall, I request a Satanic funeral.
4,A Taste of Freedom,Zoidberg, Is it possible that all this slavery and oppression is shmutzing up our freedom lesson?
4,A Taste of Freedom,Ambassador Mervin," Ah, take a pill, Zoidberg. Begin again with the crushing!"
4,A Taste of Freedom,Fry," You haven't won yet, Mervin! You didn't expect us to even go to a museum, much less steal this ancient heat-seeking missile."
4,A Taste of Freedom,Ambassador Mervin, I don't even know you.
4,A Taste of Freedom,Decapodian Woman," Oh, it's gonna make such a mess!"
4,A Taste of Freedom,Ambassador Mervin," This is your secret plan? Meh! Heat-seeking missiles are useless against the Mobile Oppression Palace. All Decapodian technology is cold-blooded, like us!"
4,A Taste of Freedom,Zoidberg, All eyes on Zoidberg! Ew!
4,A Taste of Freedom,Bender," Hey, I need that to smoke!"
4,A Taste of Freedom,Fry," Zoidberg, how could you? I used to think you were cool."
4,A Taste of Freedom,Zoidberg," Wait! People of Earth, listen. Yes, I'm desecrating a flag. But to preserve the freedom it represents!"
4,A Taste of Freedom,Leela," Zoidberg, you set us free! I feel like I could stand to hug you! I can't, but you know what I'm trying to say."
4,A Taste of Freedom,Crowd, Zoidberg! Zoidberg! Zoidberg!
4,A Taste of Freedom,Zoidberg," Ah, if only they appreciated freedom this much on my home planet. Wait a second! They do! Because this is my home planet."
4,A Taste of Freedom,Nixon," And now, to raise this beautiful new flag, a red lobster that won't ruin your dinner, Dr. John Zoidberg!"
4,A Taste of Freedom,Zoidberg," You're a nice man, Nixon."
4,A Taste of Freedom,Scoop Chang," Dr. Zoidberg, how's about you take a bite of the flag for tomorrow's papers?"
4,A Taste of Freedom,Zoidberg," Oh, I couldn't."
4,A Taste of Freedom,Nixon," No, no, no, go ahead. You've earned it!"
4,A Taste of Freedom,Zoidberg," Well, maybe just a taste. Mmm! Now that's a grand, old flag! I wonder what the Shroud of Turin tastes like."
1,A Fishful of Dollars,Fry," I can't take it anymore! They've been at it for hours! (shouting) Give it a rest, you two!"
1,A Fishful of Dollars,Robot, Sorry!
1,A Fishful of Dollars,Teacher," Good morning, class. I trust you've all prepared for today's final exam."
1,A Fishful of Dollars,Fry," Uh, excuse me? I missed a few lectures. Uh, what subject is this?"
1,A Fishful of Dollars,Teacher, Ancient Egyptian algebra.
1,A Fishful of Dollars,Fry, What a nightmare!
1,A Fishful of Dollars,Teacher," Mister Fry, are those your underpants? Young man, I think it's time you learned a lesson about Lightspeed brand briefs."
1,A Fishful of Dollars,Announcer," Lightspeed fits today's active lifestyle. Whether you're on the job ... ... or having fun. Lightspeed briefs, style and comfort for the discriminating crotch."
1,A Fishful of Dollars,Fry, What a weird dream! I'll never get back to sleep.
1,A Fishful of Dollars,Fry, So you're telling me they broadcast commercials into people's dreams?
1,A Fishful of Dollars,Leela, Of course.
1,A Fishful of Dollars,Fry," But, how is that possible?"
1,A Fishful of Dollars,Farnsworth," It's very simple. The ad gets into your brain just like this liquid gets into this egg. Although, in reality, it's not liquid, but gamma radiation."
1,A Fishful of Dollars,Fry, That's awful. It's like brainwashing.
1,A Fishful of Dollars,Leela, Didn't you have ads in the 20th century?
1,A Fishful of Dollars,Fry," Well, sure, but not in our dreams. Only on TV and radio. And in magazines and movies and at ball games, on buses and milk cartons and T-shirts and bananas and written on the sky. But not in dreams. No, sir-ee!"
1,A Fishful of Dollars,Bender," Quit squawking, flesh wad. Nobody's forcing you to buy anything."
1,A Fishful of Dollars,Amy," Yeah. I mean we all have commercials in our dreams but you don't see us running off to buy brand-name merchandise at low, low prices."
1,A Fishful of Dollars,Perfume saleswoman, Hi! Care to sample the latest fragrance from Calvin Clone?
1,A Fishful of Dollars,Amy, No thanks.
1,A Fishful of Dollars,Perfume saleswoman," And you, sir?"
1,A Fishful of Dollars,Bender, No thanks. I--
1,A Fishful of Dollars,Cosmetologist, What a lovely face. We just need to draw attention away from the eye area.
1,A Fishful of Dollars,Fry, Cool. Can I try these on before I buy them?
1,A Fishful of Dollars,Salesman, I'm afraid I can't let you open the package. But you can try on the demo pair.
1,A Fishful of Dollars,Fry," Ooh! Ho, ho, ho!"
1,A Fishful of Dollars,Amy," Hey, Bender! Great new sweater."
1,A Fishful of Dollars,Bender, New? What sweater? I came in with it. I don't know you people!
1,A Fishful of Dollars,Salesman," $30, please."
1,A Fishful of Dollars,Fry, $30? I can't afford that. Unless... Do you take Visa?
1,A Fishful of Dollars,Salesman, Visa hasn't existed for 500 years.
1,A Fishful of Dollars,Fry, American Express?
1,A Fishful of Dollars,Salesman, 600 years.
1,A Fishful of Dollars,Fry, Discover card?
1,A Fishful of Dollars,Salesman, Sorry we don't take Discover.
1,A Fishful of Dollars,Amy, Hey! You're springing for Lightspeed? Pretty ritzy!
1,A Fishful of Dollars,Fry," No, I can't afford them. Being poor sucks. What kind of world is this where they advertise things not everybody can afford?"
1,A Fishful of Dollars,Amy, Quiet. There's an ad coming on.
1,A Fishful of Dollars,Mom," Hello, shoppers. It's me, Mom!"
1,A Fishful of Dollars,Fry, Hey who's the rocker jockey?
1,A Fishful of Dollars,Amy, Guh! It's Mom. The world's most huggable industrialist.
1,A Fishful of Dollars,Mom," Call me old-fashioned, but when my robot starts to squeak like an old screen door, well, that's when I reach for a can of Mom's Old Fashioned Robot Oil."
1,A Fishful of Dollars,Bender," Mmm, tasty!"
1,A Fishful of Dollars,Mom, And remember  Mom's oil is made with 10% more love than the next leading brand!
1,A Fishful of Dollars,Announcer," ""Mom"", ""love"" and ""screen door"" are registered trademarks of Momcorp."
1,A Fishful of Dollars,Fry," Hey, Bender. Sounds like you could use a little of that oil."
1,A Fishful of Dollars,Bender, I'm boned.
1,A Fishful of Dollars,Smitty," Freeze, scuzzbot!"
1,A Fishful of Dollars,Bender," Uh, there's obviously been some sort of a mistake here. I'm sure there's-- I say I'm sure there's-- That is, I'm sure there's ... a very ... reasonable--"
1,A Fishful of Dollars,Amy, Do we have enough money to pay Bender's fine?
1,A Fishful of Dollars,Fry," 78, 79, 79.50. Crud! We're 50 cents short."
1,A Fishful of Dollars,Leela, I'd love to chip in but Bender stole my wallet.
1,A Fishful of Dollars,Fry," Hey, that's my old bank. Maybe my account's still open."
1,A Fishful of Dollars,Teller," Hmm. We don't seem to have your retina scan, your fingerprint or your colonic map on file."
1,A Fishful of Dollars,Fry," Yeah, well, I did open the account over a thousand years ago. What about my ATM card?"
1,A Fishful of Dollars,Teller, Do you still remember your PIN number?
1,A Fishful of Dollars,Fry," Sure! It's the price of a cheese pizza and a large soda back where I used to work, Panucci's Pizza."
1,A Fishful of Dollars,Teller," OK, you had a balance of 93 cents..."
1,A Fishful of Dollars,Fry, Alright!
1,A Fishful of Dollars,Teller," And at an average of two-and-a-quarter percent interest over a period of 1000 years, that comes to ... $4.3 billion."
1,A Fishful of Dollars,Hermes, To Fry.
1,A Fishful of Dollars,Amy, Cheers!
1,A Fishful of Dollars,Leela," I know Fry's rich, but do we really have to wear these top hats?"
1,A Fishful of Dollars,Bender," Maybe you don't understand just how rich he is. In fact, I think I'd better put on a monocle."
1,A Fishful of Dollars,Fry, Pizza dinner on me! Just keep the tab under $50 million.
1,A Fishful of Dollars,Robot Chef, Yo! I haven't got all day. What kind of pizza yous guys want?
1,A Fishful of Dollars,Fry," Uh, yeah. We'll have one with everything but anchovies and one with my all time favourite topping, anchovies!"
1,A Fishful of Dollars,Robot Chef," Invalid selection. (normal voice) Yo, what are you talking about?"
1,A Fishful of Dollars,Fry, Anchovies? You know? Those little headless fish?
1,A Fishful of Dollars,Robot Chef, Does not compute. Does not compute.
1,A Fishful of Dollars,Farnsworth," I'm sorry, Fry, but the anchovy has been extinct since the 2200's."
1,A Fishful of Dollars,Fry, What?
1,A Fishful of Dollars,Farnsworth," Oh, my, yes. Fished to death. Just about the time your people arrived on Earth wasn't it, Zoidberg?"
1,A Fishful of Dollars,Zoidberg, I'm not on trial here.
1,A Fishful of Dollars,Fry," So none of you has ever had anchovies? Oh, man! You don't know what you're missing. They were all salty and oily and they melted in your mouth and--"
1,A Fishful of Dollars,Zoidberg," Stop! Stop! I admit it! My people ate them all! We kept saying ""One more can't hurt"" and then they were gone. We're sorry!"
1,A Fishful of Dollars,Fry, I just wish I could've showed you guys how great they were. I may be rich but I still can't buy back all the things I miss from the 20th century.
1,A Fishful of Dollars,Bender, Maybe you're forgetting just how rich you are. Huh? Huh?
1,A Fishful of Dollars,Fry, So? What do you think?
1,A Fishful of Dollars,Leela," I know you spent a lot of money on this place, Fry, but it's awfully primitive. The floors are made of such hard wood."
1,A Fishful of Dollars,Bender, Hey! Get a load of this pathetic 20th century TV!
1,A Fishful of Dollars,Fry, What's wrong with it?
1,A Fishful of Dollars,Bender," Well, aside from causing eye cancer, these things had a lousy low-definition picture."
1,A Fishful of Dollars,Amy, That's true. On a TV like this I bet you couldn't even make out my obscene tattoo.
1,A Fishful of Dollars,Leela, That's cute!
1,A Fishful of Dollars,Auctioneer, Sold!
1,A Fishful of Dollars,Fry, Yes!
1,A Fishful of Dollars,Leela," I just don't get it. Who was this Ted Danson, and why would you pay $10,000 for his skeleton?"
1,A Fishful of Dollars,Fry, I have an idea for a sitcom.
1,A Fishful of Dollars,Bender," Ah, leave him alone, Leela. So he's going a little wacko with his money. It's OK."
1,A Fishful of Dollars,Leela, You're just saying that because he bought you that antique robot toy.
1,A Fishful of Dollars,Bender," Yeah, it is cute."
